hp_name,degree
Bracket epiphyses of the 4th finger,0
Cone-shaped epiphyses of the 4th finger,0
Enlarged epiphyses of the 4th finger,0
Fragmentation of the epiphyses of the 4th finger,0
Irregular epiphyses of the 4th finger,0
Ivory epiphyses of the 4th finger,0
Pseudoepiphyses of the 4th finger,0
Small epiphyses of the 4th finger,0
Stippling of the epiphyses of the 4th finger,0
Triangular epiphyses of the 4th finger,0
Aplasia/Hypoplasia of the proximal phalanx of the 5th finger,0
Bullet-shaped proximal phalanges of the hand,0
Curved proximal phalanges of the hand,0
Sclerosis of the proximal phalanx of the 5th finger,0
Patchy sclerosis of proximal phalanx of finger,0
Triangular shaped proximal phalanges of the hand,0
Synostosis involving the 5th metacarpal,0
Triangular shaped proximal phalanx of the 5th finger,0
Bullet-shaped distal phalanges of the hand,0
Patchy sclerosis of distal phalanx of finger,0
Sclerosis of the distal phalanx of the 5th finger,0
Abnormality of the middle phalanx of the 4th finger,0
Abnormality of the epiphyses of the 4th finger,0
Abnormality of the proximal phalanx of the 4th finger,0
Abnormality of the distal phalanx of the 4th finger,0
Abnormality of the epiphysis of the distal phalanx of the 4th finger,0
Abnormality of the epiphysis of the proximal phalanx of the 4th finger,0
Enlarged epiphyses of the proximal phalanges of the hand,0
Deviation of the 4th finger,0
Aplasia/Hypoplasia of the 4th finger,0
Curved phalanges of the 4th finger,0
Aplasia/Hypoplasia of the phalanges of the 4th finger,0
Aplasia/Hypoplasia of the distal phalanx of the 4th finger,0
Broad phalanges of the 4th finger,0
Aplasia/Hypoplasia of the middle phalanx of the 4th finger,0
Bullet-shaped phalanges of the 4th finger,0
Osteolytic defects of the phalanges of the 4th finger,0
Aplasia/Hypoplasia of the proximal phalanx of the 4th finger,0
Patchy sclerosis of 4th finger phalanx,0
Sclerosis of the distal phalanx of the 4th finger,0
Symphalangism of middle phalanx of 4th finger,0
Triangular shaped phalanges of the 4th finger,0
Sclerosis of the middle phalanx of the 4th finger,0
Sclerosis of the proximal phalanx of the 4th finger,0
Absent epiphyses of the 3rd finger,0
Abnormality of the epiphysis of the middle phalanx of the 3rd finger,0
Bracket epiphyses of the 3rd finger,0
Cone-shaped epiphyses of the 3rd finger,0
Enlarged epiphyses of the 3rd finger,0
Fragmentation of the epiphyses of the 3rd finger,0
Irregular epiphyses of the 3rd finger,0
Ivory epiphyses of the 3rd finger,0
Small epiphyses of the 3rd finger,0
Stippling of the epiphyses of the 3rd finger,0
Triangular epiphyses of the 3rd finger,0
Abnormality of the epiphyses of the 3rd finger,0
Abnormality of the distal phalanx of the 3rd finger,0
Abnormality of the proximal phalanx of the 3rd finger,0
Abnormality of the middle phalanx of the 3rd finger,0
Abnormality of the epiphysis of the distal phalanx of the 3rd finger,0
Abnormality of the epiphysis of the proximal phalanx of the 3rd finger,0
Sclerosis of 5th finger phalanx,0
Triangular shaped distal phalanx of the 5th finger,0
Bracket epiphyses of the phalanges of the hand,0
Fragmentation of the epiphyses of the phalanges of the hand,0
Irregular epiphyses of the phalanges of the hand,0
Pseudoepiphyses of the phalanges of the hand,0
Epiphyseal stippling of finger phalanges,0
Triangular epiphyses of the phalanges of the hand,0
Sclerosis of 4th finger phalanx,0
Sclerosis of 3rd finger phalanx,0
Aplasia/Hypoplasia of the phalanges of the 3rd finger,0
Broad phalanges of the 3rd finger,0
Bullet-shaped phalanges of the 3rd finger,0
Osteolytic defects of the phalanges of the 3rd finger,0
Patchy sclerosis of 3rd finger phalanx,0
Sclerosis of the distal phalanx of the 3rd finger,0
Symphalangism of middle phalanx of 3rd finger,0
Triangular shaped phalanges of the 3rd finger,0
Curved phalanges of the 3rd finger,0
Sclerosis of the middle phalanx of the 3rd finger,0
Symphalangism of the 3rd finger,0
Sclerosis of the proximal phalanx of the 3rd finger,0
Aplasia/Hypoplasia of the proximal phalanx of the 3rd finger,0
Aplasia/Hypoplasia of the 3rd finger,0
Deviation of the 3rd finger,0
Radial deviation of the hand or of fingers of the hand,0
Joint contracture of the 3rd finger,0
Symphalangism affecting the proximal phalanx of the 4th finger,0
Symphalangism affecting the proximal phalanx of the 3rd finger,0
Synostosis involving the 3rd metacarpal,0
Abnormality of the epiphyses of the 2nd finger,0
Sclerosis of 2nd finger phalanx,0
Abnormality of the distal phalanx of the 2nd finger,0
Abnormality of the middle phalanx of the 2nd finger,0
Abnormality of the epiphysis of the distal phalanx of the 2nd finger,0
Absent epiphyses of the 2nd finger,0
Bracket epiphyses of the 2nd finger,0
Cone-shaped epiphyses of the 2nd finger,0
Enlarged epiphyses of the 2nd finger,0
Fragmentation of the epiphyses of the 2nd finger,0
Irregular epiphyses of the 2nd finger,0
Ivory epiphyses of the 2nd finger,0
Small epiphyses of the 2nd finger,0
Stippling of the epiphyses of the 2nd finger,0
Triangular epiphyses of the 2nd finger,0
Abnormality of the epiphysis of the middle phalanx of the 2nd finger,0
Abnormality of the epiphysis of the proximal phalanx of the 2nd finger,0
Aplasia/Hypoplasia of the 2nd finger,0
Abnormality of the phalanges of the 2nd finger,0
Aplasia involving bones of the lower limbs,0
Aplasia/Hypoplasia of the phalanges of the 2nd finger,0
Broad phalanges of the 2nd finger,0
Bullet-shaped phalanges of the 2nd finger,0
Curved phalanges of the 2nd finger,0
Osteolytic defects of the phalanges of the 2nd finger,0
Sclerosis of the distal phalanx of the 2nd finger,0
Patchy sclerosis of 2nd finger phalanx,0
Symphalangism of middle phalanx of 2nd finger,0
Triangular shaped phalanges of the 2nd finger,0
Aplasia/Hypoplasia of the distal phalanx of the 2nd finger,0
Aplasia of the 2nd finger,0
Sclerosis of the middle phalanx of the 2nd finger,0
Symphalangism of the 2nd finger,0
Symphalangism affecting the proximal phalanx of the 2nd finger,0
Sclerosis of the proximal phalanx of the 2nd finger,0
Neoplasm of the inner ear,0
Hamartoma of the eye,0
Aplasia/Hypoplasia of the proximal phalanx of the 2nd finger,0
Duplication of the distal phalanx of the thumb,0
Complete duplication of the middle phalanges of the hand,0
Duplication of the proximal phalanx of the thumb,0
Abnormality of the 1st metacarpal,0
Duplication of the proximal phalanx of hand,0
Partial duplication of the distal phalanges of the hand,0
Duplication of the middle phalanx of hand,0
Abnormality of the proximal phalanx of the thumb,0
Partial duplication of the middle phalanges of the hand,0
Duplication of the 1st metacarpal,0
Complete duplication of the proximal phalanges of the hand,0
Partial duplication of the proximal phalanges of the hand,0
Bullet-shaped thumb phalanx,0
Curved thumb phalanx,0
Osteolytic defect of thumb phalanx,0
Sclerosis of the proximal phalanx of the thumb,0
Patchy sclerosis of thumb phalanx,0
Triangular shaped thumb phalanx,0
Aplasia/Hypoplasia of the proximal phalanx of the thumb,0
Synostosis of thumb phalanx,0
Sclerosis of the distal phalanx of the thumb,0
Aplasia/Hypoplasia of the distal phalanx of the thumb,0
Sclerosis of thumb phalanx,0
Abnormality of thumb epiphysis,0
Absent epiphyses of the thumb,0
Abnormality of the epiphysis of the proximal phalanx of the thumb,0
Bracket epiphyses of the thumb,0
Cone-shaped epiphysis of the thumb,0
Enlarged thumb epiphysis,0
Fragmentation of thumb epiphysis,0
Irregular thumb epiphysis,0
Ivory epiphysis of the thumb,0
Small thumb epiphysis,0
Stippling of thumb epiphysis,0
Triangular epiphyses of the thumb,0
Synostosis involving bones of the hand,0
Synostosis involving digits,0
Abnormality of the 2nd metacarpal,0
Abnormality of the 4th metacarpal,0
Epididymal neoplasm,0
Neuroepithelial neoplasm,0
Localized hirsutism,0
Patchy sclerosis of hand bones,0
Aplasia/Hypoplasia involving the musculature of the upper arm,0
Aplasia/Hypoplasia of the triceps,0
Aplasia/Hypoplasia of the musculature of the thigh,0
Aplasia involving bones of the upper limbs,0
Aplasia involving bones of the extremities,0
Sclerosis of distal finger phalanx,0
Retinal neoplasm,0
Incomitant strabismus,0
Complete duplication of phalanx of hand,0
Polydactyly affecting the 2nd finger,0
Duplication of phalanx of 2nd finger,0
Duplication of the distal phalanx of the 2nd finger,0
Complete duplication of the phalanges of the 2nd finger,0
Partial duplication of the phalanges of the 2nd finger,0
Duplication of the middle phalanx of the 2nd finger,0
Duplication of the proximal phalanx of the 2nd finger,0
Duplication of the distal phalanx of the 3rd finger,0
Complete duplication of the phalanges of the 3rd finger,0
Duplication of the middle phalanx of the 3rd finger,0
Duplication of the proximal phalanx of the 3rd finger,0
Partial duplication of the phalanges of the 3rd finger,0
Duplication of phalanx of 4th finger,0
Complete duplication of the phalanges of the 4th finger,0
Duplication of the distal phalanx of the 4th finger,0
Duplication of the middle phalanx of the 4th finger,0
Duplication of the proximal phalanx of the 4th finger,0
Partial duplication of the phalanges of the 4th finger,0
Duplication of phalanx of 5th finger,0
Complete duplication of the phalanges of the 5th finger,0
Duplication of the middle phalanx of the 5th finger,0
Duplication of the proximal phalanx of the 5th finger,0
Partial duplication of the phalanges of the 5th finger,0
Abnormality of the epiphysis of the 1st metacarpal,0
Bracket metacarpal epiphyses,0
Irregular epiphyses of the metacarpals,0
Ivory epiphyses of the metacarpals,0
Small epiphyses of the metacarpals,0
Epiphyseal stippling of the metacarpals,0
Triangular epiphyses of the metacarpals,0
Sclerosis of the 1st metacarpal,0
Aplasia/Hypoplasia of the 3rd metacarpal,0
Aplasia/Hypoplasia of the 4th metacarpal,0
Aplasia/Hypoplasia of the 5th metacarpal,0
Abnormality of the phalanges of the hallux,0
Abnormality of the epiphyses of the toes,0
Bullet-shaped toe phalanx,0
Sclerosis of hallux phalanx,0
Patchy sclerosis of toe phalanx,0
Triangular shaped phalanges of the toes,0
Duplication of phalanx of toe,0
Osteolytic defects of the phalanges of the hallux,0
Patchy sclerosis of proximal toe phalanx,0
Sclerosis of the 1st metatarsal,0
Patchy sclerosis of hallux phalanx,0
Triangular shaped phalanges of the hallux,0
Abnormality of the distal phalanx of the hallux,0
Bullet-shaped hallux phalanx,0
Bullet-shaped distal toe phalanx,0
Curved hallux phalanx,0
Curved distal toe phalanx,0
Sclerosis of the distal phalanx of the hallux,0
Patchy sclerosis of distal toe phalanx,0
Symphalangism affecting the distal phalanges of the toes,0
Symphalangism affecting the proximal phalanx of the hallux,0
Triangular shaped distal phalanges of the toes,0
Broad proximal phalanx of toe,0
Bullet-shaped proximal toe phalanx,0
Curved proximal toe phalanx,0
Osteolytic defects of the middle phalanges of the toes,0
Patchy sclerosis of middle toe phalanx,0
Sclerosis of the proximal phalanx of the hallux,0
Symphalangism affecting the middle phalanges of the toes,0
Triangular shaped middle phalanges of the toes,0
Duplication of middle phalanx of toe,0
Duplication of the distal phalanx of the hallux,0
Duplication of the 1st metatarsal,0
Aplasia of the phalanges of the hallux,0
Aplasia of the distal phalanges of the toes,0
Aplasia of the proximal phalanges of the toes,0
Aplasia/Hypoplasia of the proximal phalanx of the hallux,0
Hypoplasia of the phalanges of the toes,0
Abnormality of the epiphyses of the hallux,0
Absent epiphyses of the toes,0
Bracket epiphyses of the toes,0
Enlarged epiphyses of the toes,0
Fragmentation of the epiphyses of the toes,0
Irregular epiphyses of the toes,0
Pseudoepiphyses of the toes,0
Small epiphyses of the toes,0
Triangular epiphyses of the toes,0
Absent hallux epiphysis,0
Abnormality of the epiphysis of the proximal phalanx of the hallux,0
Bracket epiphyses of the hallux,0
Cone-shaped epiphyses of the hallux,0
Enlarged epiphyses of the hallux,0
Fragmentation of the epiphyses of the hallux,0
Irregular epiphyses of the hallux,0
Ivory epiphyses of the hallux,0
Pseudoepiphyses of the hallux,0
Small epiphyses of the hallux,0
Stippling of the epiphyses of the hallux,0
Triangular epiphyses of the hallux,0
Abnormality of the epiphysis of the distal phalanx of the hallux,0
Abnormality of the epiphysis of the 1st metatarsal,0
Bracket epiphyses,0
Sclerosis of toe phalanx,0
Sclerosis of distal toe phalanx,0
Sclerosis of middle toe phalanx,0
Abnormality of toe proximal phalanx,0
Sclerosis of proximal toe phalanx,0
Flexion contracture of the hallux,0
Abnormality of the epiphysis of the 3rd metacarpal,0
Abnormality of the epiphysis of the 4th metacarpal,0
Abnormality of the epiphysis of the 5th metacarpal,0
Aplasia/Hypoplasia of the proximal phalanges of the hand,0
Abnormality of the 2nd toe,0
Abnormality of the 3rd toe,0
Abnormality of the 4th toe,0
Abnormality of phalanx of the 2nd toe,0
Sclerosis of 2nd toe phalanx,0
Abnormality of the phalanges of the 3rd toe,0
Sclerosis of 3rd toe phalanx,0
Abnormality of the phalanges of the 4th toe,0
Sclerosis of 4th toe phalanx,0
Abnormality of the phalanges of the 5th toe,0
Sclerosis of 5th toe phalanx,0
Abnormality of the proximal phalanx of the 2nd toe,0
Aplasia/hypoplasia of proximal toe phalanx,0
Aplasia/Hypoplasia of the 2nd toe,0
Bullet-shaped 2nd toe phalanx,0
Curved 2nd toe phalanx,0
Osteolytic defects of the phalanges of the 2nd toe,0
Sclerosis of the proximal phalanx of the 2nd toe,0
Patchy sclerosis of 2nd toe phalanx,0
Symphalangism affecting the phalanges of the 2nd toe,0
Triangular shaped phalanges of the 2nd toe,0
Duplication of the phalanges of the 2nd toe,0
Abnormality of the middle phalanx of the 2nd toe,0
Broad middle phalanges of the toes,0
Curved middle toe phalanx,0
Sclerosis of the middle phalanx of the 2nd toe,0
Abnormality of the distal phalanx of the 2nd toe,0
Sclerosis of the distal phalanx of the 2nd toe,0
Symphalangism affecting the middle phalanx of the 2nd toe,0
Complete duplication of the phalanges of the 2nd toe,0
